Type,Name,Header
Poster,P192,./generated_poster_list.html#p192-the-organic-corn-breeding-boot-camp-an-outreach-activity-for-students-farmers-and-scientists
Poster,P193,./generated_poster_list.html#p193-a-rootless1-knockdown-allele-affects-maize-nodal-root-development-increasing-rooting-depth-nitrogen-uptake-efficiency-and-grain-production-in-the-field
Poster,P194,./generated_poster_list.html#p194-a-job-for-a-cob-enhancing-cob-sink-strength-as-an-approach-for-programming-staygreen-in-maize
Poster,P195,./generated_poster_list.html#p195-a-longitudinal-study-of-the-impacts-of-cover-crop-diversity-on-maize-yield-and-nitrogen-uptake
Poster,P196,./generated_poster_list.html#p196-a-mitogen-activated-protein-kinase-kinase-kinase-gene-conferring-quantitative-foliar-disease-resistance-in-maize
Poster,P197,./generated_poster_list.html#p197-a-network-informed-genomic-prediction-approach-for-plant-architecture-traits-in-maize-and-sorghum
Poster,P198,./generated_poster_list.html#p198-phenotypic-evaluation-of-us-maize-heirlooms-in-columbia-mo
Poster,P199,./generated_poster_list.html#p199-phenotypic-evaluation-and-genotypic-characterization-of-us-maize-heirlooms-in-clayton-nc
Poster,P200,./generated_poster_list.html#p200-analyzing-the-impact-of-breeding-planting-density-and-nitrogen-availability-on-maize-root-system-architecture-using-x-ray-imaging
Poster,P201,./generated_poster_list.html#p201-as-above-leaf-below-integrating-drone-imagery-and-leaf-gas-exchange-measurements-from-the-wisconsin-diversity-panel-in-different-nitrogen-treatments
Poster,P202,./generated_poster_list.html#p202-bzea-a-diverse-teosinte-introgression-population-for-improving-modern-maize-sustainability
Poster,P203,./generated_poster_list.html#p203-breeding-for-high-lysine-content-and-color-diversity-in-popcorn-and-sweet-corn-to-enhance-their-macro--and-micronutrient-profiles
Poster,P204,./generated_poster_list.html#p204-breeding-for-reduced-maize-grain-nitrogen-content
Poster,P205,./generated_poster_list.html#p205-breeding-maize-stover-for-a-circular-bioeconomy
Poster,P206,./generated_poster_list.html#p206-cerca---circular-economy-that-reimagines-corn-agriculture
Poster,P207,./generated_poster_list.html#p207-chip-nmc-an-application-for-corn-hybrid-and-inbred-prediction-of-nixtamalization-moisture-content
Poster,P208,./generated_poster_list.html#p208-characterizing-tissue-specific-disease-resistance-to-xanthomonas-vasicola-pv-vasculorum-in-maize
Poster,P209,./generated_poster_list.html#p209-characterizing-untapped-genetic-diversity-in-maize-and-its-relatives-to-regulate-the-rhizosphere-microbiome-and-improve-crop-resilience
Poster,P210,./generated_poster_list.html#p210-cis-acting-natural-variation-in-transcript-abundance-affects-the-phenotype-of-the-semi-dominant-d13-1-mutant
Poster,P211,./generated_poster_list.html#p211-combining-ability-and-heterotic-responses-among-newly-developed-elite-stay-green-sorghum-inbred-lines
Poster,P212,./generated_poster_list.html#p212-complex-traits-genetic-diversity-environmental-context-and-phenotypic-plasticity
Poster,P213,./generated_poster_list.html#p213-comprehensive-kernel-analysis-in-large-dh-populations-derived-from-intercrossing-germplasm-enhancement-of-maize-lines
Poster,P214,./generated_poster_list.html#p214-construction-of-a-high-density-sequence-indexed-setaria-viridis-nmu-mutant-population
Poster,P215,./generated_poster_list.html#p215-decoupling-brace-root-development-from-phase-change-in-sorghum-candidate-genes-revealed-by-gwas
Poster,P216,./generated_poster_list.html#p216-designing-ai-models-for-genomic-selection
Poster,P217,./generated_poster_list.html#p217-dissecting-the-genetic-architecture-of-cold-acclimation-and-freezing-tolerance-in-tripsacum-using-eqtl-mapping
Poster,P218,./generated_poster_list.html#p218-dissection-of-genetic-basis-of-maize-resistance-to-gibberella-ear-rot-and-its-associated-seed-microbiome
Poster,P219,./generated_poster_list.html#p219-engineering-synthetic-apomixis-in-maize
Poster,P220,./generated_poster_list.html#p220-environmental-and-genetic-factors-underlying-maize-cuticular-wax-accumulation-under-drought-stress
Poster,P221,./generated_poster_list.html#p221-evaluating-early-vigor-in-maize-genotypes-under-pythium-root-rot-stress-a-pilot-experiment
Poster,P222,./generated_poster_list.html#p222-exploring-trade-offs-between-drought-and-cold-tolerance-in-tripsacum-dactyloides
Poster,P223,./generated_poster_list.html#p223-expression-variation-in-glossy15-is-associated-with-maize-harvest-index
Poster,P224,./generated_poster_list.html#p224-field-scale-and-high-throughput-maize-leaf-angle-characterization-using-stereo-vision-and-deep-learning
Poster,P225,./generated_poster_list.html#p225-fine-mapping-of-qtls-for-candidate-genes-responsible-for-embryogenic-callus-induction-in-maize
Poster,P226,./generated_poster_list.html#p226-from-field-to-future-environmental-impacts-on-parental-and-progeny-corn-traits
Poster,P227,./generated_poster_list.html#p227-from-point-clouds-to-canopy-architecture-insights-high-throughput-trait-extraction-from-ugv-based-lidar-in-maize
Poster,P228,./generated_poster_list.html#p228-genetic-analyses-of-novel-inflorescence-architecture-traits-in-broomcorn
Poster,P229,./generated_poster_list.html#p229-genetic-analysis-of-fertility-restoration-in-cytoplasmic-male-sterility-c-type-using-wi-ss-magic-population-and-ex-pvp-maize-lines
Poster,P230,./generated_poster_list.html#p230-genetic-architecture-underlying-mean-and-plasticity-of-kernel-traits-in-maize-highlights-independent-control-and-key-loci
Poster,P231,./generated_poster_list.html#p231-genetic-dissection-and-characterization-of-yield-component-traits-in-maize
Poster,P232,./generated_poster_list.html#p232-genetic-diversity-and-inter-trait-relationship-of tropical-extra-early-maturing-quality-proteinmaize-inbred-lines-under-low-soil-nitrogen stress
Poster,P233,./generated_poster_list.html#p233-genome-wide-dissection-of-leaf-angle-variation-across-the-canopy-in-maize
Poster,P234,./generated_poster_list.html#p234-genomic-prediction-insights-across-haploid-and-diploid-levels-in-maize
Poster,P235,./generated_poster_list.html#p235-genomic-selection-essence-applications-and-prospects
Poster,P236,./generated_poster_list.html#p236-getting-priorities-straight-altering-source-sink-strength-in-sorghum-bicolor increases-sugar-production
Poster,P237,./generated_poster_list.html#p237-high-intensity-phenotyping-sites-genetic-regulation-of-phenotypic-plasticity/stability
Poster,P238,./generated_poster_list.html#p238-hybrid-prediction-in-chido-a-friendly-no-code-genomic-prediction-tool-for-breeders
Poster,P239,./generated_poster_list.html#p239-impact-of-spontaneous-haploid-genome-doubling-on-haploid-induction-in-maize-haploid-inducers
Poster,P240,./generated_poster_list.html#p240-inactivation-of-a-lysine-histidine-transporter-1-gene-confers-southern-leaf-blight-resistance-in-maize
Poster,P241,./generated_poster_list.html#p241-integrating-proximal-sensing-modalities-for-enhanced-prediction-of-agronomically-important-crop-traits
Poster,P242,./generated_poster_list.html#p242-integration-of-doubled-haploid-technology-with-marker-assisted-techniques-for-fixing-major-genes-to-develop-specialty-corn
Poster,P243,./generated_poster_list.html#p243-investigating-the-role-of-a-group-xiia-lrr-receptor-like-kinase-in-maize-resistance-against-xanthomonas-vasicola-pv-vasculorum
Poster,P244,./generated_poster_list.html#p244-leveraging-uav-based-hyperspectral-imaging-and-machine-learning-models-for-prediction-of-spad-in-maize
Poster,P245,./generated_poster_list.html#p245-maize-genomic-prediction-integrating-genomics-and-transcriptomics-for-trait-analysis
Poster,P246,./generated_poster_list.html#p246-maize-hybrid-stability-and-weather-variables-associated-with-ear-rot-resistance-and-mycotoxin-accumulation
Poster,P247,./generated_poster_list.html#p247-managing-plot-orientation-and-canopy-architecture-to-improve-overall-maize-grain-yield
Poster,P248,./generated_poster_list.html#p248-mining-genetic-resistance-to-goss's-wilt-of-maize
Poster,P249,./generated_poster_list.html#p249-multi-environmental-transcriptome-wide-association-study-reveals-the-extent-of-genotype-by-environment-interactions-for-flowering-time-in-maize
Poster,P250,./generated_poster_list.html#p250-multi-species-transcriptome-wide-association-studies-identify-additional-genes-controlling-flowering
Poster,P251,./generated_poster_list.html#p251-multiple-conserved-loci-underlie-plant-water-use-efficiency-in-sorghum-and-setaria
Poster,P252,./generated_poster_list.html#p252-natural-alleles-of-the-gene-lhcb6-shape-photosynthesis-and-key-agronomic-traits-in-maize-zea-mays-l-landraces
Poster,P253,./generated_poster_list.html#p253-natural-and-orthogonal-interaction-models-for-gene-environment-and-gene-gene-interactions
Poster,P254,./generated_poster_list.html#p254-non-destructive-visualization-of-alpha-zein-expression-and-grain-protein-in-maize-using-the-floury2-rfp-reporter-transgene
Poster,P255,./generated_poster_list.html#p255-oaxacan-green-dent-maize-is-not-from-oaxaca
Poster,P256,./generated_poster_list.html#p256-optimizing-maize-growth-in-growth-chambers
Poster,P257,./generated_poster_list.html#p257-parametrization-and-quantification-of-maize-leaf-morphology-for-phenotyping-and-quantitative-genetics
Poster,P258,./generated_poster_list.html#p258-patterns-of-selection-for-adaptation-to-spatial-and-temporal-fluctuating-nitrogen-availability-in-maize
Poster,P259,./generated_poster_list.html#p259-phenome-to-genome-insights-for-evaluating-root-system-architecture-in-field-studies-of-maize
Poster,P260,./generated_poster_list.html#p260-phenotypic-and-photosynthetic-responses-of-maize-germplasm-to-waterlogging-stress
Poster,P261,./generated_poster_list.html#p261-phenotypic-plasticity-of-flowering-time-is-associated-with-cis-regulatory-elements-variations
Poster,P262,./generated_poster_list.html#p262-phenotypic-selection-of-maize-adapted-to-temperature-extremes-as-a-strategy-to-maintain-productivity-under-global-climate-change-part-2
Poster,P263,./generated_poster_list.html#p263-population-level-study-on-nitrogen-stress-responses-in-sorghum
Poster,P264,./generated_poster_list.html#p264-pre-breeding-maize-for-enhanced-performance-in-no-till-cover-cropping-systems-using-a-teosinte-synthetic-population
Poster,P265,./generated_poster_list.html#p265-predicting-end-of-season-sorghum-biomass-from-seedling-stage-traits
Poster,P266,./generated_poster_list.html#p266-rust-nonhost-resistance-responses-in-sorghum-and-maize
Poster,P267,./generated_poster_list.html#p267-sequencing-a-seed-bank-assessing-the-utility-of-environmental-data-from-cimmyt-traditional-varieties-for-climate-adaptive-maize-breeding
Poster,P268,./generated_poster_list.html#p268-speed-breeding-fast-flowering-mini-maize
Poster,P269,./generated_poster_list.html#p269-temporal-field-based-phenomics-for-evaluating-transgenic-maize-under-drought-stress
Poster,P270,./generated_poster_list.html#p270-ten-years-of-genomes-to-fields-a-collaborative-corn-breeding-effort
Poster,P271,./generated_poster_list.html#p271-tensor-decomposition-reveals-trans-regulated-gene-modules-in-maize-drought-response
Poster,P272,./generated_poster_list.html#p272-testing-the-role-of-copy-number-variation-in-adaptation-to-drought-using-a-pangenome-approach
Poster,P273,./generated_poster_list.html#p273-the-zmcct10-transcription-factor-promotes-dna-mediated-rna-polymerase-beta-expression-enhancing-resistance-to-salt-stress-and-improving-yield-in-maize
Poster,P274,./generated_poster_list.html#p274-the-cold-case-characterizing-photosynthetic-performance-at-suboptimal-temperatures-using-diverse-germplasm
Poster,P275,./generated_poster_list.html#p275-understanding-the-genetic-impact-of-divergent-selection-on-vegetative-phase-change-in-maize
Poster,P276,./generated_poster_list.html#p276-unlocking-the-secrets-of-ear-length-and-frost-tolerance-in-maize-and-tripsacum
Poster,P277,./generated_poster_list.html#p277-unraveling-a-myb-transcription-factor-controlling-plant-height-and-involved-in-phenotypic-plasticity-in-sorghum-and-maize
Poster,P278,./generated_poster_list.html#p278-unraveling-the-genetic-architecture-of-free-asparagine-in-maize-kernels
Poster,P279,./generated_poster_list.html#p279-untangling-specificity-investigating-tissue-specific-responses-to-bacterial-pathogens-in-maize
Poster,P280,./generated_poster_list.html#p280-using-a-high-throughput-screening-method-to-compare-chamber-and-field-grown-vpd-transpirational-breakpoints-in-zea-mays
Poster,P281,./generated_poster_list.html#p281-validating-a-lab-scale-ethanol-production-method-for-exploring-metabolites-in-craft-distilling
Poster,P282,./generated_poster_list.html#p282-variation-in-temporal-growth-patterns-of-inbred-lines-and-hybrid-offspring
Poster,P283,./generated_poster_list.html#p283-zea-diploperennis-perennial-regrowth-qtl-regrowth1-and-regrowth3-control-life-history-traits
Poster,P284,./generated_poster_list.html#p284-zmira1-a-novel-genetic-factor-of-root-system-architecture-in-maize-identified-by-gwas-in-a-long-term-selection-population-for-kernel-nitrogen-content
Poster,P285,./generated_poster_list.html#p285-ago2-and-ago3-regulate-rnai-fidelity-by-suppressing-rna-directed-dna-methylation
Poster,P286,./generated_poster_list.html#p286-active-ltr-transposable-element-annotation-via-a-computational-pipeline---ltrannotator
Poster,P287,./generated_poster_list.html#p287-adapting-fiber-seq-for-mapping-chromatin-accessibility-in-maize-under-cold-stress
Poster,P288,./generated_poster_list.html#p288-an-epigenetic-basis-for-inbreeding-depression-in-maize
Poster,P289,./generated_poster_list.html#p289-an-exapted-transposase-modifies-the mu-suppressible-allele-of-a-lesion-forming-uroporphyrinogen-iii-synthase-mutant
Poster,P290,./generated_poster_list.html#p290-bonnmu-–-a-resource-for-functional-genomics-in-maize-zea-mays-l
Poster,P291,./generated_poster_list.html#p291-cis-regulatory-elements-in-maize-early-development-derived-from-long-terminal-repeat-retrotransposons
Poster,P292,./generated_poster_list.html#p292-enhancers-and-enhancer-rnas-recapitulate-the-domestication-focus-on-maize-ears
Poster,P293,./generated_poster_list.html#p293-functional-characterization-of-the-dizzy1-diz1-dwarf-maize-mutant-from-the-bonnmu-resource
Poster,P294,./generated_poster_list.html#p294-genetic-perturbation-of-the-mu-accessible-chromatin-landscape
Poster,P295,./generated_poster_list.html#p295-identifying-novel-transposable-element-insertions-from-short-read-data-using-swif-te
Poster,P296,./generated_poster_list.html#p296-investigation-of-tes-dna-methylation-patterns-through-long-read-sequencing
Poster,P297,./generated_poster_list.html#p297-investigation-of-the-maintenance-mechanism-on-the-silenced-ac-transposon-in-id4
Poster,P298,./generated_poster_list.html#p298-landscape-the-evolution-of-transposable-elements-tes-in-maize
Poster,P299,./generated_poster_list.html#p299-mechanisms-of-small-rna-induced-epigenetic-silencing-of-ac-transposons-in-maize
Poster,P300,./generated_poster_list.html#p300-somatic-insertional-preference-of-the-mutator-transposon-across-distinct-maize-tissues
Poster,P301,./generated_poster_list.html#p301-te-like-dna-methylation-in-regulation-of-highly-expressed-nutrient-transfer-and-storage-genes-in-endosperm
Poster,P302,./generated_poster_list.html#p302-using-parent-offspring-pairs-to-study-the-inheritance-patterns-of-zea-mays-chromatin-accessibility
Poster,P303,./generated_poster_list.html#p303-mop1-reshapes-recombination-landscapes-by-altering-dna-methylation-and-chromatin-states-at-mites
Keynote,KS1,./generated_keynote_list.html#ks1-genes-jeans-genomes-and-the-wondrous-cycles-of-polyploidy-in-plants
Keynote,KS2,./generated_keynote_list.html#ks2-input-insurance-objective-reflections-on-diversity-from-the-history-of-crop-science
Keynote,KS3,./generated_keynote_list.html#ks3-why-do-we-do-maize-genetics
Keynote,KS4,./generated_keynote_list.html#ks4-you-need-a-real-maize-geneticist
Keynote,KS5,./generated_keynote_list.html#ks5-environmental-integration-with-root-cell-type-development
Lightning,L1,./generated_lightning_list.html#l1-candidate-genes-underlying-a-major-qtl-qshgd1-causing-spontaneous-haploid-genome-doubling-in-maize-a427
Lightning,L2,./generated_lightning_list.html#l2-a-high-resolution-meristem-stage-specific-single-cell-gene-expression-atlas-resolving-developmental-dynamics-in-maize-inflorescence-architecture
Lightning,L3,./generated_lightning_list.html#l3-chemical-imaging-reveals-metabolic-responses-to-salt-stress-in-maize-roots
Lightning,L4,./generated_lightning_list.html#l4-predictive-modeling-of-pollen-fitness-phenotypes-from-genome-scale-data-identifies-expression-specificity-as-a-critically-informative-parameter
Lightning,L5,./generated_lightning_list.html#l5-archaeological-bolivian-maize-genomes-suggest-inca-cultural-expansion-augmented-maize-diversity-in-south-america
Lightning,L6,./generated_lightning_list.html#l6-multi-species-transcriptome-wide-association-studies-identify-additional-genes-controlling-flowering
Lightning,L7,./generated_lightning_list.html#l7-natural-alleles-of-the-gene-lhcb6-shape-photosynthesis-and-key-agronomic-traits-in-maize-zea-mays-l-landraces
Lightning,L8,./generated_lightning_list.html#l8-bzea-a-diverse-teosinte-introgression-population-for-improving-modern-maize-sustainability
Lightning,L9,./generated_lightning_list.html#l9-speed-breeding-fast-flowering-mini-maize
Lightning,L10,./generated_lightning_list.html#l10-sbp-mutants-have-an-expanded-competence-zone-for-brace-root-initiation
Lightning,L11,./generated_lightning_list.html#l11-teaching-scientific-writing-alongside-the-scientific-method-in-an-introductory-plant-biology-lab
Lightning,L12,./generated_lightning_list.html#l12-gene-expression-and-circadian-rhythm-differences-between-temperate-and-tropical-maize-inbreds-in-response-to-photoperiod
Lightning,L13,./generated_lightning_list.html#l13-structural-variation-has-a-limited-role-in-influencing-genome-wide-differential-gene-expression-patterns-in-maize
Lightning,L14,./generated_lightning_list.html#l14-genomic-assembly-and-analysis-of-fast-flowering-mini-maize
Lightning,L15,./generated_lightning_list.html#l15-resolving-maize-domestication-and-subpopulation-divergence-using-long-terminal-repeat-retrotransposons
Lightning,L16,./generated_lightning_list.html#l16-bonnmu-–-a-resource-for-functional-genomics-in-maize-zea-mays-l
Lightning,L17,./generated_lightning_list.html#l17-ago2-and-ago3-regulate-rnai-fidelity-by-suppressing-rna-directed-dna-methylation
Lightning,L18,./generated_lightning_list.html#l18-mechanisms-of-small-rna-induced-epigenetic-silencing-of-ac-transposons-in-maize
Lightning,L19,./generated_lightning_list.html#l19-predicting-end-of-season-sorghum-biomass-from-seedling-stage-traits
Lightning,L20,./generated_lightning_list.html#l20-aad-comparing-the-performance-of-protein-folding-models-alphafold-esmfold-and-boltz-for-classical-genes-in-maize
Lightning,L21,./generated_lightning_list.html#l21-reelgene2-a-large-language-model-for-single-base-pair-precision-gene-annotation-in-diverse-plant-genomes
Lightning,L22,./generated_lightning_list.html#l22-enhancers-and-enhancer-rnas-recapitulate-the-domestication-focus-on-maize-ears
Lightning,L23,./generated_lightning_list.html#l23-sequencing-a-seed-bank-assessing-the-utility-of-environmental-data-from-cimmyt-traditional-varieties-for-climate-adaptive-maize-breeding
Lightning,L24,./generated_lightning_list.html#l24-the-molecular-evolution-of-perenniality-across-the-grasses
Lightning,L25,./generated_lightning_list.html#l25-environmental-and-genetic-factors-underlying-maize-cuticular-wax-accumulation-under-drought-stress
Lightning,L26,./generated_lightning_list.html#l26-zmcer9-mediated-regulation-of-autoactive-nlr-proteins-and-effector-triggered-immunity-via-erad-pathway
Lightning,L27,./generated_lightning_list.html#l27-understanding-the-role-of-tor-signaling-and-translational-machinery-in-regulating-protein-bound-amino-acid-homeostasis-in-maize-kernels
Lightning,L28,./generated_lightning_list.html#l28-sex-specific-patterns-of-meiotic-recombination-are-determined-by-maize-lines-from-different-climate-zones
Lightning,L29,./generated_lightning_list.html#l29-comparative-grass-genomics-reveals-explosive-genome-evolution-in-maize-and-its-wild-relatives
Lightning,L30,./generated_lightning_list.html#l30-mop1-reshapes-recombination-landscapes-by-altering-dna-methylation-and-chromatin-states-at-mites
